id,first_name,last_name,email,gender,creditcard_number,patient_id,patient_name,age,diagnosis_code,diagnosis_description,procedure_code,procedure_description,admission_date,discharge_date,total_cost
886,Tabbie,Brooke,tbrookeol@ted.com,Male,3543941021647899,886,Tabbie Brooke,93,M6736,"Transient synovitis, knee",0JU40JZ,"Supplement of Anterior Neck Subcutaneous Tissue and Fascia with Synthetic Substitute, Open Approach",1/11/2020,5/5/2021,Dinar
887,Biddie,Asp,baspom@arizona.edu,Female,3567297277275070,887,Biddie Asp,62,T22431,Corrosion of unspecified degree of right upper arm,D0Y0KZZ,Laser Interstitial Thermal Therapy of Brain,9/30/2020,3/27/2020,Peso
888,Maire,Forgie,mforgieon@symantec.com,Female,5602248436827865,888,Maire Forgie,41,S5291XN,"Unspecified fracture of right forearm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",037C0D6,"Dilation of Left Radial Artery, Bifurcation, with Intraluminal Device, Open Approach",1/7/2021,1/26/2021,Euro
889,Joane,Oakenford,joakenfordoo@mac.com,Female,503819427103138995,889,Joane Oakenford,72,M05411,Rheumatoid myopathy with rheumatoid arthritis of right shoulder,07DS0ZZ,"Extraction of Vertebral Bone Marrow, Open Approach",4/23/2020,6/7/2020,Afghani
890,Bertha,Dewdney,bdewdneyop@china.com.cn,Female,6762348342892468,890,Bertha Dewdney,112,M8971,"Major osseous defect, shoulder region",0TP98DZ,"Removal of Intraluminal Device from Ureter, Via Natural or Artificial Opening Endoscopic",6/7/2020,3/14/2022,Quetzal
891,Chen,Nucci,cnuccioq@cam.ac.uk,Male,3576438598579449,891,Chen Nucci,95,W5819XD,"Other contact with crocodile, subsequent encounter",0DNJ8ZZ,"Release Appendix, Via Natural or Artificial Opening Endoscopic",6/8/2020,5/24/2020,Yuan Renminbi
892,Nariko,Leschelle,nleschelleor@pinterest.com,Female,5100132437908394,892,Nariko Leschelle,57,T2113XA,"Burn of first degree of upper back, initial encounter",03W,"Upper Arteries, Revision",10/18/2020,9/19/2021,Leone
893,Vinson,Critch,vcritchos@cocolog-nifty.com,Male,3567793764418462,893,Vinson Critch,81,I70623,"Atherosclerosis of nonbiological bypass graft(s) of the extremities with rest pain, bilateral legs",0NSP3ZZ,"Reposition Right Orbit, Percutaneous Approach",5/31/2020,4/13/2020,Euro
894,Tedd,Keaves,tkeavesot@ted.com,Male,6759652070691942,894,Tedd Keaves,33,S56519S,"Strain of other extensor muscle, fascia and tendon at forearm level, unspecified arm, sequela",09QN7ZZ,"Repair Nasopharynx, Via Natural or Artificial Opening",3/23/2022,2/17/2020,Yuan Renminbi
895,Lonny,Titherington,ltitheringtonou@prlog.org,Male,6759970828592217207,895,Lonny Titherington,2,H5003,Monocular esotropia with V pattern,04R447Z,"Replacement of Splenic Artery with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",5/13/2021,3/21/2022,Zloty
896,Artie,Hasney,ahasneyov@archive.org,Male,201893048582386,896,Artie Hasney,33,S89032D,"Salter-Harris Type III physeal fracture of upper end of left tibia, subsequent encounter for fracture with routine healing",03VC0DZ,"Restriction of Left Radial Artery with Intraluminal Device, Open Approach",6/5/2022,2/1/2022,Rupiah
897,Karlotte,Bissell,kbissellow@yahoo.co.jp,Female,5602258106878825,897,Karlotte Bissell,85,T8312,Displacement of other urinary devices and implants,03LF4ZZ,"Occlusion of Left Hand Artery, Percutaneous Endoscopic Approach",9/23/2022,6/8/2022,Sol
898,Alfonso,Heisham,aheishamox@who.int,Male,3586333384153251,898,Alfonso Heisham,7,S27302A,"Unspecified injury of lung, bilateral, initial encounter",04100JB,"Bypass Abdominal Aorta to Left Internal Iliac Artery with Synthetic Substitute, Open Approach",9/6/2021,6/4/2021,Rupiah
899,Quinlan,Monnoyer,qmonnoyeroy@php.net,Male,5010129843998414,899,Quinlan Monnoyer,92,S95091,Other specified injury of dorsal artery of right foot,0PST45Z,"Reposition Right Finger Phalanx with External Fixation Device, Percutaneous Endoscopic Approach",2/11/2020,9/4/2022,Euro
900,Zorine,Danat,zdanatoz@go.com,Female,5581163870183870,900,Zorine Danat,80,S62016S,"Nondisplaced fracture of distal pole of navicular [scaphoid] bone of unspecified wrist, sequela",041H49P,"Bypass Right External Iliac Artery to Foot Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach",8/29/2022,6/6/2021,Shilling
901,Sherrie,Gorick,sgorickp0@topsy.com,Female,5100176229369216,901,Sherrie Gorick,30,M1A18X1,"Lead-induced chronic gout, vertebrae, with tophus (tophi)",03RU4JZ,"Replacement of Right Thyroid Artery with Synthetic Substitute, Percutaneous Endoscopic Approach",5/16/2022,3/3/2022,Rand
902,Jose,Stinchcombe,jstinchcombep1@nifty.com,Male,6762987708270166667,902,Jose Stinchcombe,85,V1919XA,"Pedal cycle passenger injured in collision with other motor vehicles in nontraffic accident, initial encounter",0QUR3JZ,"Supplement Left Toe Phalanx with Synthetic Substitute, Percutaneous Approach",2/17/2022,4/2/2021,Lek
903,Kenyon,McDowell,kmcdowellp2@cpanel.net,Male,30596624817673,903,Kenyon McDowell,20,H4739,Other disorders of optic disc,0XQHXZZ,"Repair Left Wrist Region, External Approach",5/2/2021,9/6/2020,Yuan Renminbi
904,Datha,Mattheissen,dmattheissenp3@linkedin.com,Female,3559830935223734,904,Datha Mattheissen,27,W2189XS,"Striking against or struck by other sports equipment, sequela",02WY47Z,"Revision of Autologous Tissue Substitute in Great Vessel, Percutaneous Endoscopic Approach",6/19/2022,5/17/2020,Yuan Renminbi
905,Barron,Berrick,bberrickp4@cisco.com,Male,56022575974384650,905,Barron Berrick,96,S12300G,"Unspecified displaced fracture of fourth cervical vertebra, subsequent encounter for fracture with delayed healing",0DLE3ZZ,"Occlusion of Large Intestine, Percutaneous Approach",5/11/2020,12/11/2021,Rupiah
906,Minnie,Kintish,mkintishp5@wikia.com,Female,3589981729424196,906,Minnie Kintish,71,Y35212D,"Legal intervention involving injury by tear gas, bystander injured, subsequent encounter",0M5B4ZZ,"Destruction of Left Upper Extremity Bursa and Ligament, Percutaneous Endoscopic Approach",12/23/2021,11/26/2022,Peso
907,Dulsea,Ingyon,dingyonp6@nih.gov,Female,5038087006280143213,907,Dulsea Ingyon,77,S91256D,"Open bite of unspecified lesser toe(s) with damage to nail, subsequent encounter",0BCF4ZZ,"Extirpation of Matter from Right Lower Lung Lobe, Percutaneous Endoscopic Approach",4/11/2021,2/23/2022,Rupee
908,Catlee,Irnys,cirnysp7@example.com,Female,3560448938632749,908,Catlee Irnys,105,S65101D,"Unspecified injury of radial artery at wrist and hand level of right arm, subsequent encounter",B31R1ZZ,Fluoroscopy of Intracranial Arteries using Low Osmolar Contrast,5/2/2020,10/31/2022,Peso
909,Carey,Rosas,crosasp8@purevolume.com,Female,4913693546969353,909,Carey Rosas,8,S42123S,"Displaced fracture of acromial process, unspecified shoulder, sequela",00NQ3ZZ,"Release Vagus Nerve, Percutaneous Approach",3/27/2021,4/23/2022,Peso
910,Dick,Kordovani,dkordovanip9@usgs.gov,Male,6706673963135835693,910,Dick Kordovani,25,M12451,"Intermittent hydrarthrosis, right hip",041H099,"Bypass Right External Iliac Artery to Right Internal Iliac Artery with Autologous Venous Tissue, Open Approach",8/26/2021,8/8/2020,Krone
911,Dyane,McLemon,dmclemonpa@miibeian.gov.cn,Female,3528248471432585,911,Dyane McLemon,12,M93222,"Osteochondritis dissecans, left elbow",0WJG3ZZ,"Inspection of Peritoneal Cavity, Percutaneous Approach",6/29/2022,9/4/2020,Euro
912,Erinn,Lumb,elumbpb@wordpress.com,Female,060433611775010270,912,Erinn Lumb,100,M89471,"Other hypertrophic osteoarthropathy, right ankle and foot",0B9N30Z,"Drainage of Right Pleura with Drainage Device, Percutaneous Approach",10/21/2020,6/12/2020,Yuan Renminbi
913,Mayne,Cheatle,mcheatlepc@angelfire.com,Male,6709381983766358,913,Mayne Cheatle,11,T81531,Perforation due to foreign body accidentally left in body following infusion or transfusion,05H70DZ,"Insertion of Intraluminal Device into Right Axillary Vein, Open Approach",1/7/2021,1/21/2022,Ringgit
914,Ashely,Casseldine,acasseldinepd@tinypic.com,Genderfluid,201883982496073,914,Ashely Casseldine,3,S82202C,"Unspecified fracture of shaft of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC",DF2,"Radiation Therapy, Hepatobiliary System and Pancreas, Stereotactic Radiosurgery",7/1/2022,4/16/2021,Euro
915,Nevins,Dederich,ndederichpe@infoseek.co.jp,Male,5893984270709268850,915,Nevins Dederich,114,T501X4A,"Poisoning by loop [high-ceiling] diuretics, undetermined, initial encounter",0NBQ0ZZ,"Excision of Left Orbit, Open Approach",8/20/2021,12/21/2021,Dollar
916,Steven,MacIan,smacianpf@princeton.edu,Male,4041592237143,916,Steven MacIan,98,I7072,Atherosclerosis of other type of bypass graft(s) of the extremities with rest pain,0T134KA,"Bypass Right Kidney Pelvis to Ileum with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",8/4/2021,10/19/2022,Sol
917,Anatollo,O'Clery,aoclerypg@boston.com,Male,3567753413894976,917,Anatollo O'Clery,103,T650X,Toxic effect of cyanides,0RJC0ZZ,"Inspection of Right Temporomandibular Joint, Open Approach",8/6/2020,2/25/2020,Pound
918,Katrinka,Ballinghall,kballinghallph@gmpg.org,Female,30042994320527,918,Katrinka Ballinghall,84,S06894D,"Other specified intracranial injury with loss of consciousness of 6 hours to 24 hours, subsequent encounter",0YUN07Z,"Supplement Left Foot with Autologous Tissue Substitute, Open Approach",5/20/2021,12/13/2021,Yuan Renminbi
919,Fowler,Keyes,fkeyespi@ow.ly,Male,4903472706421741,919,Fowler Keyes,27,H18052,"Posterior corneal pigmentations, left eye",03HT3DZ,"Insertion of Intraluminal Device into Left Temporal Artery, Percutaneous Approach",9/9/2021,7/11/2022,Peso
920,Kermit,O'Currine,kocurrinepj@jalbum.net,Male,3571026884092873,920,Kermit O'Currine,36,E71528,Other X-linked adrenoleukodystrophy,08WM30Z,"Revision of Drainage Device in Left Extraocular Muscle, Percutaneous Approach",8/30/2022,6/26/2022,Yuan Renminbi
921,Moe,Philo,mphilopk@wunderground.com,Male,340620564974958,921,Moe Philo,16,V8663XD,"Passenger of dune buggy injured in nontraffic accident, subsequent encounter",DWY18ZZ,Hyperthermia of Head and Neck,10/2/2021,5/9/2020,Zloty
922,Arel,Witcher,awitcherpl@gnu.org,Male,4042470533728,922,Arel Witcher,16,F1195,"Opioid use, unspecified with opioid-induced psychotic disorder",05DF3ZZ,"Extraction of Left Cephalic Vein, Percutaneous Approach",12/7/2022,9/17/2022,Yuan Renminbi
923,Marsiella,Carpe,mcarpepm@cbslocal.com,Female,6759548089327108,923,Marsiella Carpe,45,T71193D,"Asphyxiation due to mechanical threat to breathing due to other causes, assault, subsequent encounter",BT00YZZ,Plain Radiography of Bladder using Other Contrast,4/28/2020,12/6/2022,Yuan Renminbi
924,Guss,Dunbleton,gdunbletonpn@state.tx.us,Male,3587106202539045,924,Guss Dunbleton,78,S72365E,"Nondisplaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type I or II with routine healing",07UL4KZ,"Supplement Cisterna Chyli with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",1/30/2020,3/23/2020,Peso
925,Claudine,Vigors,cvigorspo@flickr.com,Female,6377807817626500,925,Claudine Vigors,68,V115XXD,"Pedal cycle passenger injured in collision with other pedal cycle in traffic accident, subsequent encounter",065J0ZZ,"Destruction of Left Hypogastric Vein, Open Approach",2/28/2022,2/21/2022,Dollar
926,Harwell,Lovart,hlovartpp@mozilla.com,Male,3582808020716888,926,Harwell Lovart,18,T651X1S,"Toxic effect of strychnine and its salts, accidental (unintentional), sequela",0T778DZ,"Dilation of Left Ureter with Intraluminal Device, Via Natural or Artificial Opening Endoscopic",12/24/2021,9/12/2021,Yuan Renminbi
927,Nettie,Ouslem,nouslempq@moonfruit.com,Genderqueer,201837435334323,927,Nettie Ouslem,17,S510,Open wound of elbow,0478466,"Dilation of Middle Colic Artery, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",5/11/2021,9/13/2020,Rupiah
928,Ravi,Reisk,rreiskpr@home.pl,Genderfluid,6334589798176463,928,Ravi Reisk,42,D642,Secondary sideroblastic anemia due to drugs and toxins,021X0ZB,"Bypass Thoracic Aorta, Ascending/Arch to Subclavian, Open Approach",8/19/2020,10/28/2020,Zloty
929,Wallace,Densell,wdensellps@tinypic.com,Male,5602254337541662810,929,Wallace Densell,56,S31639S,"Puncture wound without foreign body of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, sequela",021X4KB,"Bypass Thoracic Aorta, Ascending/Arch to Subclavian with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",6/28/2020,12/4/2020,Euro
930,Cindee,Sange,csangept@wsj.com,Female,6398796135367852,930,Cindee Sange,108,S06365S,"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela",3E0S304,"Introduction of Liquid Brachytherapy Radioisotope into Epidural Space, Percutaneous Approach",7/10/2021,1/26/2022,Real
931,Linus,Frayne,lfraynepu@bluehost.com,Male,3570664475574668,931,Linus Frayne,18,T363X4A,"Poisoning by macrolides, undetermined, initial encounter",0X080JZ,"Alteration of Right Upper Arm with Synthetic Substitute, Open Approach",5/11/2022,2/21/2021,Rupiah
932,Hartley,Mordie,hmordiepv@lulu.com,Male,0604992124415099552,932,Hartley Mordie,110,S72362P,"Displaced segmental fracture of shaft of left femur, subsequent encounter for closed fracture with malunion",DW061ZZ,Beam Radiation of Pelvic Region using Photons 1 - 10 MeV,6/19/2021,9/18/2021,Krone
933,Ericha,Galsworthy,egalsworthypw@usatoday.com,Non-binary,5108754630907600,933,Ericha Galsworthy,113,I7064,Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration,0SWMX4Z,"Revision of Internal Fixation Device in Right Metatarsal-Phalangeal Joint, External Approach",7/31/2021,8/20/2022,Peso
934,Robinetta,Hegge,rheggepx@usgs.gov,Female,201998051425058,934,Robinetta Hegge,60,S72126J,"Nondisplaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",049J40Z,"Drainage of Left External Iliac Artery with Drainage Device, Percutaneous Endoscopic Approach",5/8/2022,7/9/2020,Yuan Renminbi
935,Gaultiero,Filby,gfilbypy@sciencedirect.com,Genderqueer,201921332634017,935,Gaultiero Filby,27,Z4931,Encounter for adequacy testing for hemodialysis,0TP94MZ,"Removal of Stimulator Lead from Ureter, Percutaneous Endoscopic Approach",4/7/2022,7/25/2020,Hryvnia
936,Evelin,Bruster,ebrusterpz@imdb.com,Male,6379549170832410,936,Evelin Bruster,5,S25329D,"Major laceration of unspecified innominate or subclavian vein, subsequent encounter",F0786UZ,Therapeutic Exercise Treatment of Respiratory System - Head and Neck using Prosthesis,7/8/2021,9/27/2020,Yuan Renminbi
937,Goldy,Diver,gdiverq0@theglobeandmail.com,Female,3550428148544712,937,Goldy Diver,11,M85041,"Fibrous dysplasia (monostotic), right hand",0VT08ZZ,"Resection of Prostate, Via Natural or Artificial Opening Endoscopic",10/22/2022,11/30/2021,Yen
938,Byram,Todarello,btodarelloq1@bbb.org,Male,3540635716274943,938,Byram Todarello,98,W6111XD,"Bitten by macaw, subsequent encounter",0LUM47Z,"Supplement Left Upper Leg Tendon with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",1/26/2021,9/28/2022,Rupiah
939,Lurette,Vargas,lvargasq2@salon.com,Female,6767254752362999,939,Lurette Vargas,22,O368994,"Maternal care for other specified fetal problems, unspecified trimester, fetus 4",04RD07Z,"Replacement of Left Common Iliac Artery with Autologous Tissue Substitute, Open Approach",1/4/2022,9/18/2020,Peso
940,Hildy,Sawkin,hsawkinq3@free.fr,Female,349975833643755,940,Hildy Sawkin,113,Y36441A,"War operations involving unarmed hand to hand combat, civilian, initial encounter",30273W1,"Transfusion of Nonautologous Factor IX into Products of Conception, Circulatory, Percutaneous Approach",7/12/2021,11/6/2020,Peso
941,Giralda,Hollyard,ghollyardq4@abc.net.au,Female,4405438246940220,941,Giralda Hollyard,36,B349,"Viral infection, unspecified",07TF4ZZ,"Resection of Right Lower Extremity Lymphatic, Percutaneous Endoscopic Approach",9/26/2021,7/1/2022,Yuan Renminbi
942,Corbett,Grushin,cgrushinq5@mlb.com,Male,5602215804525223362,942,Corbett Grushin,91,S85411S,"Laceration of lesser saphenous vein at lower leg level, right leg, sequela",0MT,"Bursae and Ligaments, Resection",12/24/2022,12/26/2022,Yuan Renminbi
943,Carole,Baraclough,cbaracloughq6@unblog.fr,Female,3572488577782864,943,Carole Baraclough,25,S82026K,"Nondisplaced longitudinal fracture of unspecified patella, subsequent encounter for closed fracture with nonunion",0CWYX1Z,"Revision of Radioactive Element in Mouth and Throat, External Approach",11/18/2021,7/28/2022,Peso
944,Giusto,Latta,glattaq7@boston.com,Male,3545982094456147,944,Giusto Latta,31,L500,Allergic urticaria,0NUT0JZ,"Supplement Right Mandible with Synthetic Substitute, Open Approach",4/15/2020,9/1/2020,Rupiah
945,Hercules,Harder,hharderq8@imdb.com,Male,4905140841067541,945,Hercules Harder,34,T2016XS,"Burn of first degree of forehead and cheek, sequela",0NSV45Z,"Reposition Left Mandible with External Fixation Device, Percutaneous Endoscopic Approach",11/24/2020,6/26/2022,Dollar
946,Marylinda,Kearle,mkearleq9@surveymonkey.com,Female,4175004158772833,946,Marylinda Kearle,66,Y92115,Swimming-pool of children's home and orphanage as the place of occurrence of the external cause,0UW87DZ,"Revision of Intraluminal Device in Fallopian Tube, Via Natural or Artificial Opening",11/20/2020,4/16/2020,Rand
947,Simonne,Wingeatt,swingeattqa@feedburner.com,Female,6334774570484297778,947,Simonne Wingeatt,59,L03811,"Cellulitis of head [any part, except face]",0K5N0ZZ,"Destruction of Right Hip Muscle, Open Approach",5/19/2020,9/9/2022,Euro
948,Rosella,Prue,rprueqb@biglobe.ne.jp,Female,36551520233768,948,Rosella Prue,63,I87399,Chronic venous hypertension (idiopathic) with other complications of unspecified lower extremity,10Q08YL,"Repair Mouth and Throat in Products of Conception with Other Device, Via Natural or Artificial Opening Endoscopic",5/19/2020,4/17/2020,Dollar
949,Wes,Rosson,wrossonqc@live.com,Male,340352726511722,949,Wes Rosson,116,M6584,"Other synovitis and tenosynovitis, hand",2W61XZZ,Traction of Face,7/8/2020,4/1/2022,Real
950,Pryce,Buyers,pbuyersqd@mapy.cz,Male,5100175360916116,950,Pryce Buyers,101,T434X3A,"Poisoning by butyrophenone and thiothixene neuroleptics, assault, initial encounter",04UD3KZ,"Supplement Left Common Iliac Artery with Nonautologous Tissue Substitute, Percutaneous Approach",5/14/2020,9/4/2022,Rial
